,Title,Company,Company_Rating,Location,Salary,Date,Description,Yearly,Hourly,Min_Salary,Max_Salary,Avg_Salary,Remote,State,Python,R_studio,Spark,Excel,SQL
121,Consultant - Cloud Engineers,Genpact,,Remoto,"$25,000 al mes",2022-04-04,"Knowledge of security controls for the Public cloud (encryption of data in motion/rest and key management).
 We are looking for candidates who have a passion for…",0,0,25000,25000,25000.0,0,Remoto,0,1,0,0,0
122,Senior Software Developer C# .NET,Integon Service Co.,4.6,Remoto,"$50,000 - $65,000 al mes",2022-04-28,"Understanding of data modeling concepts.
 Responsible for the analysis, design, coding, testing, documentation and support of new software applications and…",0,0,50000,65000,57500.0,0,Remoto,0,1,0,0,0
123,Molding Training & Development Leader,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $90,000 al mes",2022-04-28,"We are looking for our Molding Training & Development Leader who will be key to establish, implement and monitor training and development programs for the…",0,0,40000,90000,65000.0,0, Tamps.,0,1,0,0,0
124,Realtor/Real Estate Agent (Remote),Reliance Fund,,"Remoto in Tijuana, B.C.","$10,000 al mes",2022-04-30,"Communication with clients and partners.
 Monitoring and maintenance of database.
 Negotiate Purchase Contracts with Homeowners and Real Estate Agents.",0,0,10000,10000,10000.0,0, B.C.,0,1,0,0,0
125,Bilingual Recruiter,AgileOne Mexico,,"Remoto in Chihuahua, Chih.","$18,000 - $24,000 al mes",2022-05-01,"Maintain accurate records including timely data entry ATS of recruiting and order fulfillment activity.
 Experience recruiting for at least 2 years.",0,0,18000,24000,21000.0,0, Chih.,0,1,0,0,0
126,Real Estate Agent (Realtor),Reliance Fund,,"Apodaca, N. L.","$10,000 al mes",2022-04-26,"The candidate will manage activities related to property research, outreach, property acquisition, property management, due diligence, property sale, including…",0,0,10000,10000,10000.0,0, N. L.,0,1,0,0,0
127,Planner,Corning Optical Communications,3.8,"Reynosa, Tamps.","$25,000 - $35,000 al mes",2022-05-02,"Ensure accuracy of lead times, safety stock levels, and other critical data are current through periodic ASI system.
 2-4 years planning experience.",0,0,25000,35000,30000.0,0, Tamps.,0,1,0,0,0
128,Telephone Answering Service Representative - English & Frenc...,Explora Communication Services,,"Mérida, Yuc.","$11,500 - $14,000 al mes",2022-05-04,"Our first and foremost focus is to provide exceptional customer care.
 Depending the type of business, you may also schedule, cancel and change appointments,…",0,0,11500,14000,12750.0,0, Yuc.,0,1,0,0,0
129,Representante de Ventas,Small World Money Transfer,3.5,"Tijuana, B.C.","$3,030 por semana",2022-04-28,"Encontrar e identificar oportunidades y prospectos calificados.
 Crear listas de prospectos y cuentas clave.
 Perfilar cuentas estratégicas identificando personas…",0,0,3030,3030,3030.0,0, B.C.,0,1,0,0,0
130,Planner,Corning Optical Communications,3.8,"Reynosa, Tamps.","$25,000 - $35,000 al mes",2022-05-02,"Ensure accuracy of lead times, safety stock levels, and other critical data are current through periodic ASI system.
 2-4 years planning experience.",0,0,25000,35000,30000.0,0, Tamps.,0,1,0,0,0
131,Agente telefónico bilingüe - Answering Service Representativ...,Explora Communication Services,,"Mérida, Yuc.","$10,000 - $12,500 al mes",2022-05-04,"Our first and foremost focus is to provide exceptional customer care.
 Depending on the type of business, you may also schedule, cancel and change appointments,…",0,0,10000,12500,11250.0,0, Yuc.,0,1,0,0,0
132,Telephone Answering Service Representative - English & Frenc...,Explora Communication Services,,"Mérida, Yuc.","$11,500 - $14,000 al mes",2022-05-04,"Our first and foremost focus is to provide exceptional customer care.
 Depending the type of business, you may also schedule, cancel and change appointments,…",0,0,11500,14000,12750.0,0, Yuc.,0,1,0,0,0
133,Software Development Engineer (Web) Full Stack Engineer,iTjuana,,"Tijuana, B.C.","$40,000 - $50,000 al mes",2022-04-30,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,40000,50000,45000.0,0, B.C.,0,1,0,0,0
134,IoT Software Engineer,iTjuana,,"Tijuana, B.C.","$30,000 al mes",2022-05-04,We are seeking a Software Engineer that can directly impact the experience of patients and clinicians as well as business operations with their breadth of…,0,0,30000,30000,30000.0,0, B.C.,0,1,0,0,0
135,DevOps engineer,"Randstad, México",3.7,"Remoto temporalmente in Azcapotzalco, CDMX","$50,000 - $70,000 al mes",2022-04-04,"Ability to translate business requirements into analytics solutions and create visualizations levering data modeling tools.
 Job Types: Full-time, Permanent.",0,0,50000,70000,60000.0,0, CDMX,0,1,0,0,0
136,SEO Specialist,Baam Digital Impact Experts,,Ciudad de México,"$311,500 - $393,400 al año",2022-04-20,"Develop and execute data driven SEO strategies that increase the company’s search engine result rankings.
 We combine marketing, design, and offer strategy to…",1,0,311500,393400,352450.0,0,Ciudad de México,0,1,0,0,0
137,Software Developer,Enhance IT,,"Querétaro, Qro.",$28 por hora,2022-05-04,"Strong knowledge of Software design patterns, data structures and best practices.
 It’s All About you.
 We guide you to achieve it.
 How We Will Help You*.",0,1,28,28,28.0,0, Qro.,0,1,0,0,0
138,Android Engineer,iTjuana,,"Remoto in Tijuana, B.C.","$30,000 - $50,000 al mes",2022-04-20,"Our employees are an engaging, diverse group of people who believe in the power of great ideas.
 We hire people with different experiences and perspectives to…",0,0,30000,50000,40000.0,0, B.C.,0,1,0,0,0
139,Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",2022-04-27,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data.",0,0,33000,34000,33500.0,0, B.C.,0,1,0,0,0
140,Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",2022-04-18,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department.",0,0,40000,60000,50000.0,0, Tamps.,0,1,0,0,0
141,Quality Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",2022-05-02,"Analytic and data driven decision maker.
 B. *Analyze and resolve Quality problems, using statistical tool, data analysis , advanced Quality skills to ensure…",0,0,40000,60000,50000.0,0, Tamps.,0,1,0,0,0
142,Agente telefónico bilingüe - Answering Service Representativ...,Explora Communication Services,,"Mérida, Yuc.","$10,000 - $12,500 al mes",2022-05-04,"EXPLORA CS is a Call center with a fun, fast paced environment.
 We are looking for strong individuals who care about customer service and personal growth.",0,0,10000,12500,11250.0,0, Yuc.,0,1,0,0,0
143,Atención al cliente / Asistente Administrativo (bilingüe),Avian Premium Finance,,"Tijuana, B.C.","$12,000 - $15,000 al mes",2022-04-29,"Looking for energetic long-term employees who thrive in fast paced environment..
 No experience require training will be provided..",0,0,12000,15000,13500.0,0, B.C.,0,1,0,0,0
144,Forensic Engineer-Accident Reconstructionist,"Farahi Law Firm, APC",4.7,"Guadalajara, Jal.","$13,500 al mes",2022-04-04,"Work requires continual attention to detail with the ability to define problems, collect data, establish facts, and draw valid conclusions.",0,0,13500,13500,13500.0,0, Jal.,0,1,0,0,0
145,Planner,Corning Optical Communications,3.8,"Reynosa, Tamps.","$25,000 - $35,000 al mes",2022-05-02,"Ensure accuracy of lead times, safety stock levels, and other critical data are current through periodic ASI system.
 2-4 years planning experience.",0,0,25000,35000,30000.0,0, Tamps.,0,1,0,0,0
146,Recruiter,USA Vein Clinics,,"Tijuana, B.C.","$20,000 - $25,000 al mes",2022-04-24,"Ability to analyze and interpret applicant data, to develop criteria for candidate selection and make hiring recommendations.",0,0,20000,25000,22500.0,0, B.C.,0,1,0,0,0
147,Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",2022-04-27,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data.",0,0,33000,34000,33500.0,0, B.C.,0,1,0,0,0
148,Software QA Engineer / Tester,Dilato Tecnologías de la Información LTDA,,"Tijuana, B.C.","$16,000 - $18,000 al mes",2022-04-30,"Prepare the related test data and configuration environment according to the above plans.
 We offer comprehensive QA services that combine the best resources…",0,0,16000,18000,17000.0,0, B.C.,0,1,0,0,0
149,Ejecutivo telefónico Atención a Clientes,Data Voice,3.4,"Tlalnepantla, Méx.","$5,600 al mes",2022-04-30,"Dar seguimiento a las prendas etc.
 Lunes a viernes de 12:00 pm a 8:00 pm y Sábado de 8:00 am a 4:00 pm.",0,0,5600,5600,5600.0,0, Méx.,0,1,0,0,0
150,Software Development Engineer (Web) Full Stack Engineer,iTjuana,,"Tijuana, B.C.","$40,000 - $50,000 al mes",2022-04-30,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,40000,50000,45000.0,0, B.C.,0,1,0,0,0
151,IoT Software Engineer,iTjuana,,"Tijuana, B.C.","$30,000 al mes",2022-05-04,We are seeking a Software Engineer that can directly impact the experience of patients and clinicians as well as business operations with their breadth of…,0,0,30000,30000,30000.0,0, B.C.,0,1,0,0,0
152,Especialista en Marketing digital (SEM/SEO/GOOGLE ADS),Linkeo.com Inc.,,"Cancún, QRoo.","$13,000 - $18,000 al mes",2022-04-27,"Waze campaigns - Mastery of Analytics, data analysis and reporting tools).
 ¡Únete a una empresa dinámica y en crecimiento!",0,0,13000,18000,15500.0,0, QRoo.,0,1,0,0,0
153,Customer Service Agent,Small World Money Transfer,3.5,"Tijuana, B.C.","$16,868 al mes",2022-04-24,"Customer service, complaints, modifications, cancellations, coordination, and any matter related to a transaction.",0,0,16868,16868,16868.0,0, B.C.,0,1,0,0,0
154,Software Developer,Enhance IT,,"Querétaro, Qro.",$28 por hora,2022-05-04,"Strong knowledge of Software design patterns, data structures and best practices.
 Full Time, W-2 Employment.
 401K Eligibility Post 1 Year with Company.",0,1,28,28,28.0,0, Qro.,0,1,0,0,0
155,Recruiter,USA Vein Clinics,,"Tijuana, B.C.","$20,000 - $25,000 al mes",2022-04-24,"Ability to analyze and interpret applicant data, to develop criteria for candidate selection and make hiring recommendations.",0,0,20000,25000,22500.0,0, B.C.,0,1,0,0,0
156,PROPOSAL SPECIALIST,Green Pace Capital,,"Tijuana, B.C.","$4,000 - $5,000 por semana",2022-05-04,"Apply data program techniques and procedures.
 Comply with data integrity and security policies.
 Compile, verify accuracy and sort information according to…",0,0,4000,5000,4500.0,0, B.C.,0,1,0,0,0
157,Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,"$50,000 - $60,000 al mes",2022-04-19,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,50000,60000,55000.0,0,Remoto in México,0,1,0,0,0
158,Measurement Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.","$16,000 - $36,000 al mes",2022-04-30,"Knowledge using software that efficiently analyzes large data sets.
 Utilize statistical tools, engineering data, and DMAIC/DESGN/Lean/MEE methodologies to…",0,0,16000,36000,26000.0,0, Tamps.,0,1,0,0,0
159,Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",2022-05-01,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…",0,0,40000,60000,50000.0,0, Tamps.,0,1,0,0,0
160,Molding Training & Development Leader,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $90,000 al mes",2022-04-28,"We are looking for our Molding Training & Development Leader who will be key to establish, implement and monitor training and development programs for the…",0,0,40000,90000,65000.0,0, Tamps.,0,1,0,0,0
161,Trainer,Comdata,3.1,Ciudad de México,"$15,000 - $16,500 al mes",2022-04-27,"Ability to impact and influence groups based on criteria, concepts, facts and data.
 Minimum experience of 2 years in contact center in training positions.",0,0,15000,16500,15750.0,0,Ciudad de México,0,1,0,0,0
162,ADMINISTRADOR DE DATOS JR,Nukote Coating Systems Mexico.,,"Monterrey, N. L.","$16,000 al mes",2022-04-10,"CONOCIMIENTO DE BASE DE DATOS INTERMEDIO/AVANZADO.
 EXPERIENCIA EN LA IMPLEMENTACIÓN DE UN ERP (DESEADA).",0,0,16000,16000,16000.0,0, N. L.,0,1,0,0,0
163,Telephone Answering Service Representative - English & Frenc...,Explora Communication Services,,"Mérida, Yuc.","$11,500 - $14,000 al mes",2022-05-04,"Our first and foremost focus is to provide exceptional customer care.
 Depending the type of business, you may also schedule, cancel and change appointments,…",0,0,11500,14000,12750.0,0, Yuc.,0,1,0,0,0
164,Software Development Engineer (Web) Full Stack Engineer,iTjuana,,"Tijuana, B.C.","$40,000 - $50,000 al mes",2022-04-30,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,40000,50000,45000.0,0, B.C.,0,1,0,0,0
165,Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación","$80,000 al mes",2022-04-19,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,80000,80000,80000.0,0, N. L.+1 ubicación,0,1,0,0,0
166,Especialista en Marketing digital (SEM/SEO/GOOGLE ADS),Linkeo.com Inc.,,"Cancún, QRoo.","$13,000 - $18,000 al mes",2022-04-27,"Waze campaigns - Mastery of Analytics, data analysis and reporting tools).
 ¡Únete a una empresa dinámica y en crecimiento!",0,0,13000,18000,15500.0,0, QRoo.,0,1,0,0,0
167,Representante de Servicio al Cliente,GDIT,3.8,"Monterrey, N. L.","$3,440 - $13,908 al mes",2022-04-16,"Capture biometric data of Applicants, including 10 fingerprints and a digital picture, using the equipment and software provided by GDIT.",0,0,3440,13908,8674.0,0, N. L.,0,1,0,0,0
168,Injection Molding Process,Plastikon Industries,,"Monterrey, N. L.",$30 por hora,2022-04-04,"Devises sampling procedures and designs and develops forms and instruction for recording, evaluating, and reporting quality and reliability data.",0,1,30,30,30.0,0, N. L.,0,1,0,0,0
169,Android Developer,iTjuana,,"Remoto in Tijuana, B.C.","$35,000 - $45,000 al mes",2022-05-04,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,35000,45000,40000.0,0, B.C.,0,1,0,0,0
170,Quality Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",2022-05-02,"Analytic and data driven decision maker.
 B. *Analyze and resolve Quality problems, using statistical tool, data analysis , advanced Quality skills to ensure…",0,0,40000,60000,50000.0,0, Tamps.,0,1,0,0,0
171,iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",2022-04-19,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,30000,60000,45000.0,0,Remoto in México,0,1,0,0,0
172,Trainer,Comdata,3.1,Ciudad de México,"$15,000 - $16,500 al mes",2022-04-27,"Ability to impact and influence groups based on criteria, concepts, facts and data.
 Minimum experience of 2 years in contact center in training positions.",0,0,15000,16500,15750.0,0,Ciudad de México,0,1,0,0,0
173,Full Stack Engineer,iTjuana,,"Remoto in Tijuana, B.C.","$35,000 - $65,000 al mes",2022-05-01,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,35000,65000,50000.0,0, B.C.,0,1,0,0,0
174,Customer Service Agent,Small World Money Transfer,3.5,"Tijuana, B.C.","$16,868 al mes",2022-04-24,"Customer service, complaints, modifications, cancellations, coordination, and any matter related to a transaction.",0,0,16868,16868,16868.0,0, B.C.,0,1,0,0,0
175,Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",2022-04-18,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department.",0,0,40000,60000,50000.0,0, Tamps.,0,1,0,0,0
176,Planner,Corning Optical Communications,3.8,"Reynosa, Tamps.","$25,000 - $35,000 al mes",2022-05-02,"Ensure accuracy of lead times, safety stock levels, and other critical data are current through periodic ASI system.
 2-4 years planning experience.",0,0,25000,35000,30000.0,0, Tamps.,0,1,0,0,0
177,Cloud Architect,Genpact,,Remoto,"$50,000 al mes",2022-04-04,"Knowledge of security controls for the Public cloud (encryption of data in motion/rest and key management).
 We are looking for candidates who have a passion for…",0,0,50000,50000,50000.0,0,Remoto,0,1,0,0,0
178,iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",2022-04-19,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,30000,60000,45000.0,0,Remoto in México,0,1,0,0,0
179,Real Estate Call Center Rep.,Reliance Fund,,"Tampico, Tamps.","$10,000 al mes",2022-04-30,"We are looking for talented, driven, and sales-oriented individuals who excel at the English language and have strong communication and sales skills.",0,0,10000,10000,10000.0,0, Tamps.,0,1,0,1,0
180,Atención al cliente / Asistente Administrativo (bilingüe),Avian Premium Finance,,"Tijuana, B.C.","$12,000 - $15,000 al mes",2022-04-29,"No experience require training will be provided.*.
 Developing and maintaining an excellent relationship with customers by responding courteously and…",0,0,12000,15000,13500.0,0, B.C.,0,1,0,1,0
181,Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",2022-04-18,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department.",0,0,40000,60000,50000.0,0, Tamps.,0,1,0,0,0
182,Bilingual Agent after hours,Rapido Solutions Group,3.6,"Guadalajara, Jal.","$15,000 - $16,000 al mes",2022-05-04,"Answer customer inquiries through telephone calls, chat, text, or e-mail; problem-solve with customers providing excellent service in time and manner.",0,0,15000,16000,15500.0,0, Jal.,0,1,0,1,0
